Listing of Grid Distortion Data

File : F:\Dropbox\Eduardo Fundus camera\Real 3mm pupil\fund41 MTF 3mm pupil 2mm air gap 90deg field..zmx
Title: 
Date : 8/21/2018
Configuration 1 of 5

Units are Millimeters.
Field units are degrees
WARNING: Field units have been changed from real image height to field angle.
Wavelength: 0.63000 ?m
Reference Coordinates: Xref =  0.00000E+00, Yref = -9.43229E-05
 -12  -12 Ray Error
 -12  -11 Ray Error
 -12   11 Ray Error
 -12   12 Ray Error
 -11  -12 Ray Error
 -11   12 Ray Error
  11  -12 Ray Error
  11   12 Ray Error
  12  -12 Ray Error
  12  -11 Ray Error
  12   11 Ray Error
  12   12 Ray Error

   i	   j	   X-Field  	   Y-Field  	   R-Field  	  Predicted X	  Predicted Y	   Real X	        Real Y	        Distortion
   1	 -10	  3.03893E+00	 -2.79857E+01	  2.81194E+01	 -3.23329E-01	  3.23331E+00	 -2.95819E-01	  2.95804E+00	    -8.513574%
   1	  -9	  3.03893E+00	 -2.55618E+01	  2.57103E+01	 -3.23329E-01	  2.90998E+00	 -3.00060E-01	  2.70041E+00	    -7.201634%
   1	  -8	  3.03893E+00	 -2.30357E+01	  2.32040E+01	 -3.23329E-01	  2.58665E+00	 -3.04208E-01	  2.43356E+00	    -5.918390%
   1	  -7	  3.03893E+00	 -2.04113E+01	  2.06063E+01	 -3.23329E-01	  2.26332E+00	 -3.08154E-01	  2.15700E+00	    -4.697366%
   1	  -6	  3.03893E+00	 -1.76943E+01	  1.79257E+01	 -3.23329E-01	  1.93999E+00	 -3.11798E-01	  1.87073E+00	    -3.569893%
   1	  -5	  3.03893E+00	 -1.48927E+01	  1.51750E+01	 -3.23329E-01	  1.61665E+00	 -3.15047E-01	  1.57519E+00	    -2.564683%
   1	  -4	  3.03893E+00	 -1.20163E+01	  1.23741E+01	 -3.23329E-01	  1.29332E+00	 -3.17818E-01	  1.27124E+00	    -1.707026%
   1	  -3	  3.03893E+00	 -9.07711E+00	  9.55659E+00	 -3.23329E-01	  9.69993E-01	 -3.20044E-01	  9.60116E-01	    -1.018019%
   1	  -2	  3.03893E+00	 -6.08901E+00	  6.79501E+00	 -3.23329E-01	  6.46662E-01	 -3.21672E-01	  6.43335E-01	    -0.514063%
   1	  -1	  3.03893E+00	 -3.06731E+00	  4.31361E+00	 -3.23329E-01	  3.23331E-01	 -3.22663E-01	  3.22660E-01	    -0.206655%
   1	   0	  3.03893E+00	 -2.84622E-02	  3.03896E+00	 -3.23329E-01	  0.00000E+00	 -3.22997E-01	 -1.63816E-06	    -0.102629%
   1	   1	  3.03893E+00	  3.01055E+00	  4.27359E+00	 -3.23329E-01	 -3.23331E-01	 -3.22665E-01	 -3.22669E-01	    -0.204993%
   1	   2	  3.03893E+00	  6.03272E+00	  6.74480E+00	 -3.23329E-01	 -6.46662E-01	 -3.21676E-01	 -6.43360E-01	    -0.510759%
   1	   3	  3.03893E+00	  9.02159E+00	  9.50406E+00	 -3.23329E-01	 -9.69993E-01	 -3.20050E-01	 -9.60167E-01	    -1.013115%
   1	   4	  3.03893E+00	  1.19618E+01	  1.23214E+01	 -3.23329E-01	 -1.29332E+00	 -3.17826E-01	 -1.27133E+00	    -1.700611%
   1	   5	  3.03893E+00	  1.48395E+01	  1.51230E+01	 -3.23329E-01	 -1.61665E+00	 -3.15055E-01	 -1.57532E+00	    -2.556913%
   1	   6	  3.03893E+00	  1.76427E+01	  1.78748E+01	 -3.23329E-01	 -1.93999E+00	 -3.11807E-01	 -1.87090E+00	    -3.561004%
   1	   7	  3.03893E+00	  2.03613E+01	  2.05568E+01	 -3.23329E-01	 -2.26332E+00	 -3.08163E-01	 -2.15722E+00	    -4.687685%
   1	   8	  3.03893E+00	  2.29875E+01	  2.31562E+01	 -3.23329E-01	 -2.58665E+00	 -3.04215E-01	 -2.43382E+00	    -5.908332%
   1	   9	  3.03893E+00	  2.55154E+01	  2.56642E+01	 -3.23329E-01	 -2.90998E+00	 -3.00064E-01	 -2.70070E+00	    -7.191700%
   1	  10	  3.03893E+00	  2.79413E+01	  2.80753E+01	 -3.23329E-01	 -3.23331E+00	 -2.95818E-01	 -2.95834E+00	    -8.504358%
   1	  11	  3.03893E+00	  3.02629E+01	  3.03860E+01	 -3.23329E-01	 -3.55664E+00	 -2.91596E-01	 -3.20773E+00	    -9.810061%
   1	  12	  3.03893E+00	  3.24798E+01	  3.25952E+01	 -3.23329E-01	 -3.87997E+00	 -2.87533E-01	 -3.45060E+00	   -11.066428%
   2	 -12	  6.06086E+00	 -3.25202E+01	  3.29028E+01	 -6.46658E-01	  3.87997E+00	 -5.74130E-01	  3.44458E+00	   -11.221478%
   2	 -11	  6.06086E+00	 -3.03053E+01	  3.07332E+01	 -6.46658E-01	  3.55664E+00	 -5.82081E-01	  3.20126E+00	    -9.991737%
   2	 -10	  6.06086E+00	 -2.79857E+01	  2.84693E+01	 -6.46658E-01	  3.23331E+00	 -5.90374E-01	  2.95171E+00	    -8.709108%
   2	  -9	  6.06086E+00	 -2.55618E+01	  2.61145E+01	 -6.46658E-01	  2.90998E+00	 -5.98726E-01	  2.69413E+00	    -7.417146%
   2	  -8	  6.06086E+00	 -2.30357E+01	  2.36751E+01	 -6.46658E-01	  2.58665E+00	 -6.06902E-01	  2.42750E+00	    -6.152376%
   2	  -7	  6.06086E+00	 -2.04113E+01	  2.11612E+01	 -6.46658E-01	  2.26332E+00	 -6.14686E-01	  2.15132E+00	    -4.948179%
   2	  -6	  6.06086E+00	 -1.76943E+01	  1.85885E+01	 -6.46658E-01	  1.93999E+00	 -6.21878E-01	  1.86557E+00	    -3.835640%
   2	  -5	  6.06086E+00	 -1.48927E+01	  1.59816E+01	 -6.46658E-01	  1.61665E+00	 -6.28292E-01	  1.57068E+00	    -2.843231%
   2	  -4	  6.06086E+00	 -1.20163E+01	  1.33813E+01	 -6.46658E-01	  1.29332E+00	 -6.33767E-01	  1.26750E+00	    -1.996061%
   2	  -3	  6.06086E+00	 -9.07711E+00	  1.08596E+01	 -6.46658E-01	  9.69993E-01	 -6.38166E-01	  9.57228E-01	    -1.315139%
   2	  -2	  6.06086E+00	 -6.08901E+00	  8.55946E+00	 -6.46658E-01	  6.46662E-01	 -6.41384E-01	  6.41371E-01	    -0.816866%
   2	  -1	  6.06086E+00	 -3.06731E+00	  6.78249E+00	 -6.46658E-01	  3.23331E-01	 -6.43345E-01	  3.21665E-01	    -0.512863%
   2	   0	  6.06086E+00	 -2.84622E-02	  6.06083E+00	 -6.46658E-01	  0.00000E+00	 -6.44006E-01	 -6.57287E-06	    -0.410155%
   2	   1	  6.06086E+00	  3.01055E+00	  6.75739E+00	 -6.46658E-01	 -3.23331E-01	 -6.43350E-01	 -3.21683E-01	    -0.511210%
   2	   2	  6.06086E+00	  6.03272E+00	  8.52009E+00	 -6.46658E-01	 -6.46662E-01	 -6.41392E-01	 -6.41405E-01	    -0.813581%
   2	   3	  6.06086E+00	  9.02159E+00	  1.08139E+01	 -6.46658E-01	 -9.69993E-01	 -6.38178E-01	 -9.57288E-01	    -1.310272%
   2	   4	  6.06086E+00	  1.19618E+01	  1.33331E+01	 -6.46658E-01	 -1.29332E+00	 -6.33781E-01	 -1.26760E+00	    -1.989708%
   2	   5	  6.06086E+00	  1.48395E+01	  1.59328E+01	 -6.46658E-01	 -1.61665E+00	 -6.28308E-01	 -1.57082E+00	    -2.835554%
   2	   6	  6.06086E+00	  1.76427E+01	  1.85399E+01	 -6.46658E-01	 -1.93999E+00	 -6.21895E-01	 -1.86575E+00	    -3.826881%
   2	   7	  6.06086E+00	  2.03613E+01	  2.11135E+01	 -6.46658E-01	 -2.26332E+00	 -6.14702E-01	 -2.15154E+00	    -4.938667%
   2	   8	  6.06086E+00	  2.29875E+01	  2.36287E+01	 -6.46658E-01	 -2.58665E+00	 -6.06915E-01	 -2.42777E+00	    -6.142529%
   2	   9	  6.06086E+00	  2.55154E+01	  2.60696E+01	 -6.46658E-01	 -2.90998E+00	 -5.98732E-01	 -2.69443E+00	    -7.407464%
   2	  10	  6.06086E+00	  2.79413E+01	  2.84260E+01	 -6.46658E-01	 -3.23331E+00	 -5.90371E-01	 -2.95201E+00	    -8.700189%
   2	  11	  6.06086E+00	  3.02629E+01	  3.06917E+01	 -6.46658E-01	 -3.55664E+00	 -5.82065E-01	 -3.20154E+00	    -9.984320%
   2	  12	  6.06086E+00	  3.24798E+01	  3.28630E+01	 -6.46658E-01	 -3.87997E+00	 -5.74095E-01	 -3.44477E+00	   -11.216617%
   3	 -12	  9.04935E+00	 -3.25202E+01	  3.33387E+01	 -9.69987E-01	  3.87997E+00	 -8.58845E-01	  3.43517E+00	   -11.463704%
   3	 -11	  9.04935E+00	 -3.03053E+01	  3.12291E+01	 -9.69987E-01	  3.55664E+00	 -8.70376E-01	  3.19119E+00	   -10.274707%
   3	 -10	  9.04935E+00	 -2.79857E+01	  2.90365E+01	 -9.69987E-01	  3.23331E+00	 -8.82466E-01	  2.94139E+00	    -9.028106%
   3	  -9	  9.04935E+00	 -2.55618E+01	  2.67669E+01	 -9.69987E-01	  2.90998E+00	 -8.94673E-01	  2.68388E+00	    -7.769243%
   3	  -8	  9.04935E+00	 -2.30357E+01	  2.44308E+01	 -9.69987E-01	  2.58665E+00	 -9.06641E-01	  2.41759E+00	    -6.535023%
   3	  -7	  9.04935E+00	 -2.04113E+01	  2.20437E+01	 -9.69987E-01	  2.26332E+00	 -9.18048E-01	  2.14202E+00	    -5.358656%
   3	  -6	  9.04935E+00	 -1.76943E+01	  1.96298E+01	 -9.69987E-01	  1.93999E+00	 -9.28594E-01	  1.85711E+00	    -4.270861%
   3	  -5	  9.04935E+00	 -1.48927E+01	  1.72257E+01	 -9.69987E-01	  1.61665E+00	 -9.38009E-01	  1.56329E+00	    -3.299723%
   3	  -4	  9.04935E+00	 -1.20163E+01	  1.48891E+01	 -9.69987E-01	  1.29332E+00	 -9.46051E-01	  1.26136E+00	    -2.470058%
   3	  -3	  9.04935E+00	 -9.07711E+00	  1.27135E+01	 -9.69987E-01	  9.69993E-01	 -9.52519E-01	  9.52489E-01	    -1.802717%
   3	  -2	  9.04935E+00	 -6.08901E+00	  1.08520E+01	 -9.69987E-01	  6.46662E-01	 -9.57252E-01	  6.38147E-01	    -1.314090%
   3	  -1	  9.04935E+00	 -3.06731E+00	  9.53911E+00	 -9.69987E-01	  3.23331E-01	 -9.60138E-01	  3.20030E-01	    -1.015887%
   3	   0	  9.04935E+00	 -2.84622E-02	  9.04955E+00	 -9.69987E-01	  0.00000E+00	 -9.61110E-01	 -1.48486E-05	    -0.915151%
   3	   1	  9.04935E+00	  3.01055E+00	  9.52160E+00	 -9.69987E-01	 -3.23331E-01	 -9.60144E-01	 -3.20065E-01	    -1.014252%
   3	   2	  9.04935E+00	  6.03272E+00	  1.08215E+01	 -9.69987E-01	 -6.46662E-01	 -9.57264E-01	 -6.38197E-01	    -1.310844%
   3	   3	  9.04935E+00	  9.02159E+00	  1.26752E+01	 -9.69987E-01	 -9.69993E-01	 -9.52535E-01	 -9.52565E-01	    -1.797921%
   3	   4	  9.04935E+00	  1.19618E+01	  1.48466E+01	 -9.69987E-01	 -1.29332E+00	 -9.46072E-01	 -1.26147E+00	    -2.463818%
   3	   5	  9.04935E+00	  1.48395E+01	  1.71812E+01	 -9.69987E-01	 -1.61665E+00	 -9.38032E-01	 -1.56344E+00	    -3.292212%
   3	   6	  9.04935E+00	  1.76427E+01	  1.95846E+01	 -9.69987E-01	 -1.93999E+00	 -9.28618E-01	 -1.85731E+00	    -4.262327%
   3	   7	  9.04935E+00	  2.03613E+01	  2.19987E+01	 -9.69987E-01	 -2.26332E+00	 -9.18069E-01	 -2.14225E+00	    -5.349434%
   3	   8	  9.04935E+00	  2.29875E+01	  2.43865E+01	 -9.69987E-01	 -2.58665E+00	 -9.06657E-01	 -2.41787E+00	    -6.525533%
   3	   9	  9.04935E+00	  2.55154E+01	  2.67238E+01	 -9.69987E-01	 -2.90998E+00	 -8.94679E-01	 -2.68418E+00	    -7.759988%
   3	  10	  9.04935E+00	  2.79413E+01	  2.89947E+01	 -9.69987E-01	 -3.23331E+00	 -8.82457E-01	 -2.94169E+00	    -9.019689%
   3	  11	  9.04935E+00	  3.02629E+01	  3.11889E+01	 -9.69987E-01	 -3.55664E+00	 -8.70347E-01	 -3.19146E+00	   -10.267895%
   3	  12	  9.04935E+00	  3.24798E+01	  3.33000E+01	 -9.69987E-01	 -3.87997E+00	 -8.58786E-01	 -3.43535E+00	   -11.459630%
   4	 -12	  1.19890E+01	 -3.25202E+01	  3.39302E+01	 -1.29332E+00	  3.87997E+00	 -1.14094E+00	  3.42262E+00	   -11.786964%
   4	 -11	  1.19890E+01	 -3.03053E+01	  3.18995E+01	 -1.29332E+00	  3.55664E+00	 -1.15556E+00	  3.17761E+00	   -10.656340%
   4	 -10	  1.19890E+01	 -2.79857E+01	  2.97993E+01	 -1.29332E+00	  3.23331E+00	 -1.17103E+00	  2.92740E+00	    -9.460290%
   4	  -9	  1.19890E+01	 -2.55618E+01	  2.76389E+01	 -1.29332E+00	  2.90998E+00	 -1.18671E+00	  2.66995E+00	    -8.247424%
   4	  -8	  1.19890E+01	 -2.30357E+01	  2.54325E+01	 -1.29332E+00	  2.58665E+00	 -1.20212E+00	  2.40412E+00	    -7.055491%
   4	  -7	  1.19890E+01	 -2.04113E+01	  2.32010E+01	 -1.29332E+00	  2.26332E+00	 -1.21683E+00	  2.12935E+00	    -5.917625%
   4	  -6	  1.19890E+01	 -1.76943E+01	  2.09750E+01	 -1.29332E+00	  1.93999E+00	 -1.23045E+00	  1.84559E+00	    -4.864120%
   4	  -5	  1.19890E+01	 -1.48927E+01	  1.87988E+01	 -1.29332E+00	  1.61665E+00	 -1.24262E+00	  1.55321E+00	    -3.922564%
   4	  -4	  1.19890E+01	 -1.20163E+01	  1.67371E+01	 -1.29332E+00	  1.29332E+00	 -1.25303E+00	  1.25298E+00	    -3.117360%
   4	  -3	  1.19890E+01	 -9.07711E+00	  1.48838E+01	 -1.29332E+00	  9.69993E-01	 -1.26141E+00	  9.46012E-01	    -2.469106%
   4	  -2	  1.19890E+01	 -6.08901E+00	  1.33692E+01	 -1.29332E+00	  6.46662E-01	 -1.26754E+00	  6.33737E-01	    -1.994104%
   4	  -1	  1.19890E+01	 -3.06731E+00	  1.23543E+01	 -1.29332E+00	  3.23331E-01	 -1.27128E+00	  3.17793E-01	    -1.704076%
   4	   0	  1.19890E+01	 -2.84622E-02	  1.19898E+01	 -1.29332E+00	  0.00000E+00	 -1.27254E+00	 -2.64910E-05	    -1.606077%
   4	   1	  1.19890E+01	  3.01055E+00	  1.23411E+01	 -1.29332E+00	 -3.23331E-01	 -1.27129E+00	 -3.17851E-01	    -1.702472%
   4	   2	  1.19890E+01	  6.03272E+00	  1.33451E+01	 -1.29332E+00	 -6.46662E-01	 -1.26755E+00	 -6.33811E-01	    -1.990927%
   4	   3	  1.19890E+01	  9.02159E+00	  1.48519E+01	 -1.29332E+00	 -9.69993E-01	 -1.26143E+00	 -9.46111E-01	    -2.464426%
   4	   4	  1.19890E+01	  1.19618E+01	  1.67002E+01	 -1.29332E+00	 -1.29332E+00	 -1.25305E+00	 -1.25311E+00	    -3.111296%
   4	   5	  1.19890E+01	  1.48395E+01	  1.87589E+01	 -1.29332E+00	 -1.61665E+00	 -1.24265E+00	 -1.55338E+00	    -3.915302%
   4	   6	  1.19890E+01	  1.76427E+01	  2.09337E+01	 -1.29332E+00	 -1.93999E+00	 -1.23048E+00	 -1.84580E+00	    -4.855918%
   4	   7	  1.19890E+01	  2.03613E+01	  2.31592E+01	 -1.29332E+00	 -2.26332E+00	 -1.21686E+00	 -2.12960E+00	    -5.908824%
   4	   8	  1.19890E+01	  2.29875E+01	  2.53909E+01	 -1.29332E+00	 -2.58665E+00	 -1.20214E+00	 -2.40440E+00	    -7.046512%
   4	   9	  1.19890E+01	  2.55154E+01	  2.75980E+01	 -1.29332E+00	 -2.90998E+00	 -1.18671E+00	 -2.67025E+00	    -8.238776%
   4	  10	  1.19890E+01	  2.79413E+01	  2.97594E+01	 -1.29332E+00	 -3.23331E+00	 -1.17101E+00	 -2.92770E+00	    -9.452592%
   4	  11	  1.19890E+01	  3.02629E+01	  3.18608E+01	 -1.29332E+00	 -3.55664E+00	 -1.15552E+00	 -3.17786E+00	   -10.650407%
   4	  12	  1.19890E+01	  3.24798E+01	  3.38929E+01	 -1.29332E+00	 -3.87997E+00	 -1.14085E+00	 -3.42277E+00	   -11.784067%
   5	 -12	  1.48661E+01	 -3.25202E+01	  3.46608E+01	 -1.61664E+00	  3.87997E+00	 -1.41992E+00	  3.40759E+00	   -12.173894%
   5	 -11	  1.48661E+01	 -3.03053E+01	  3.27234E+01	 -1.61664E+00	  3.55664E+00	 -1.43693E+00	  3.16104E+00	   -11.121716%
   5	 -10	  1.48661E+01	 -2.79857E+01	  3.07313E+01	 -1.61664E+00	  3.23331E+00	 -1.45520E+00	  2.91022E+00	    -9.991306%
   5	  -9	  1.48661E+01	 -2.55618E+01	  2.86964E+01	 -1.61664E+00	  2.90998E+00	 -1.47385E+00	  2.65278E+00	    -8.837201%
   5	  -8	  1.48661E+01	 -2.30357E+01	  2.66361E+01	 -1.61664E+00	  2.58665E+00	 -1.49225E+00	  2.38746E+00	    -7.698900%
   5	  -7	  1.48661E+01	 -2.04113E+01	  2.45750E+01	 -1.61664E+00	  2.26332E+00	 -1.50985E+00	  2.11367E+00	    -6.609752%
   5	  -6	  1.48661E+01	 -1.76943E+01	  2.25471E+01	 -1.61664E+00	  1.93999E+00	 -1.52617E+00	  1.83131E+00	    -5.599673%
   5	  -5	  1.48661E+01	 -1.48927E+01	  2.05992E+01	 -1.61664E+00	  1.61665E+00	 -1.54078E+00	  1.54070E+00	    -4.695695%
   5	  -4	  1.48661E+01	 -1.20163E+01	  1.87948E+01	 -1.61664E+00	  1.29332E+00	 -1.55328E+00	  1.24256E+00	    -3.921705%
   5	  -3	  1.48661E+01	 -9.07711E+00	  1.72168E+01	 -1.61664E+00	  9.69993E-01	 -1.56336E+00	  9.37957E-01	    -3.297935%
   5	  -2	  1.48661E+01	 -6.08901E+00	  1.59670E+01	 -1.61664E+00	  6.46662E-01	 -1.57074E+00	  6.28249E-01	    -2.840486%
   5	  -1	  1.48661E+01	 -3.06731E+00	  1.51542E+01	 -1.61664E+00	  3.23331E-01	 -1.57525E+00	  3.15007E-01	    -2.561010%
   5	   0	  1.48661E+01	 -2.84622E-02	  1.48679E+01	 -1.61664E+00	  0.00000E+00	 -1.57677E+00	 -4.14476E-05	    -2.466545%
   5	   1	  1.48661E+01	  3.01055E+00	  1.51438E+01	 -1.61664E+00	 -3.23331E-01	 -1.57526E+00	 -3.15095E-01	    -2.559456%
   5	   2	  1.48661E+01	  6.03272E+00	  1.59474E+01	 -1.61664E+00	 -6.46662E-01	 -1.57076E+00	 -6.28351E-01	    -2.837415%
   5	   3	  1.48661E+01	  9.02159E+00	  1.71901E+01	 -1.61664E+00	 -9.69993E-01	 -1.56338E+00	 -9.38084E-01	    -3.293427%
   5	   4	  1.48661E+01	  1.19618E+01	  1.87629E+01	 -1.61664E+00	 -1.29332E+00	 -1.55331E+00	 -1.24272E+00	    -3.915895%
   5	   5	  1.48661E+01	  1.48395E+01	  2.05639E+01	 -1.61664E+00	 -1.61665E+00	 -1.54081E+00	 -1.54089E+00	    -4.688779%
   5	   6	  1.48661E+01	  1.76427E+01	  2.25097E+01	 -1.61664E+00	 -1.93999E+00	 -1.52620E+00	 -1.83154E+00	    -5.591921%
   5	   7	  1.48661E+01	  2.03613E+01	  2.45366E+01	 -1.61664E+00	 -2.26332E+00	 -1.50987E+00	 -2.11394E+00	    -6.601511%
   5	   8	  1.48661E+01	  2.29875E+01	  2.65974E+01	 -1.61664E+00	 -2.58665E+00	 -1.49226E+00	 -2.38775E+00	    -7.690597%
   5	   9	  1.48661E+01	  2.55154E+01	  2.86580E+01	 -1.61664E+00	 -2.90998E+00	 -1.47384E+00	 -2.65308E+00	    -8.829353%
   5	  10	  1.48661E+01	  2.79413E+01	  3.06935E+01	 -1.61664E+00	 -3.23331E+00	 -1.45516E+00	 -2.91051E+00	    -9.984563%
   5	  11	  1.48661E+01	  3.02629E+01	  3.26866E+01	 -1.61664E+00	 -3.55664E+00	 -1.43685E+00	 -3.16128E+00	   -11.116980%
   5	  12	  1.48661E+01	  3.24798E+01	  3.46251E+01	 -1.61664E+00	 -3.87997E+00	 -1.41978E+00	 -3.40770E+00	   -12.172678%
   6	 -12	  1.76685E+01	 -3.25202E+01	  3.55115E+01	 -1.93997E+00	  3.87997E+00	 -1.69566E+00	  3.39110E+00	   -12.598601%
   6	 -11	  1.76685E+01	 -3.03053E+01	  3.36777E+01	 -1.93997E+00	  3.55664E+00	 -1.71405E+00	  3.14222E+00	   -11.650514%
   6	 -10	  1.76685E+01	 -2.79857E+01	  3.18036E+01	 -1.93997E+00	  3.23331E+00	 -1.73438E+00	  2.89044E+00	   -10.602505%
   6	  -9	  1.76685E+01	 -2.55618E+01	  2.99035E+01	 -1.93997E+00	  2.90998E+00	 -1.75537E+00	  2.63288E+00	    -9.520190%
   6	  -8	  1.76685E+01	 -2.30357E+01	  2.79967E+01	 -1.93997E+00	  2.58665E+00	 -1.77619E+00	  2.36810E+00	    -8.446567%
   6	  -7	  1.76685E+01	 -2.04113E+01	  2.61096E+01	 -1.93997E+00	  2.26332E+00	 -1.79618E+00	  2.09541E+00	    -7.415851%
   6	  -6	  1.76685E+01	 -1.76943E+01	  2.42769E+01	 -1.93997E+00	  1.93999E+00	 -1.81476E+00	  1.81464E+00	    -6.457799%
   6	  -5	  1.76685E+01	 -1.48927E+01	  2.25440E+01	 -1.93997E+00	  1.61665E+00	 -1.83141E+00	  1.52608E+00	    -5.598920%
   6	  -4	  1.76685E+01	 -1.20163E+01	  2.09681E+01	 -1.93997E+00	  1.29332E+00	 -1.84568E+00	  1.23037E+00	    -4.862523%
   6	  -3	  1.76685E+01	 -9.07711E+00	  1.96185E+01	 -1.93997E+00	  9.69993E-01	 -1.85720E+00	  9.28526E-01	    -4.268366%
   6	  -2	  1.76685E+01	 -6.08901E+00	  1.85723E+01	 -1.93997E+00	  6.46662E-01	 -1.86565E+00	  6.21817E-01	    -3.832237%
   6	  -1	  1.76685E+01	 -3.06731E+00	  1.79045E+01	 -1.93997E+00	  3.23331E-01	 -1.87081E+00	  3.11741E-01	    -3.565615%
   6	   0	  1.76685E+01	 -2.84622E-02	  1.76718E+01	 -1.93997E+00	  0.00000E+00	 -1.87255E+00	 -5.95309E-05	    -3.475466%
   6	   1	  1.76685E+01	  3.01055E+00	  1.78960E+01	 -1.93997E+00	 -3.23331E-01	 -1.87082E+00	 -3.11865E-01	    -3.564134%
   6	   2	  1.76685E+01	  6.03272E+00	  1.85561E+01	 -1.93997E+00	 -6.46662E-01	 -1.86567E+00	 -6.21955E-01	    -3.829317%
   6	   3	  1.76685E+01	  9.02159E+00	  1.95959E+01	 -1.93997E+00	 -9.69993E-01	 -1.85722E+00	 -9.28686E-01	    -4.264099%
   6	   4	  1.76685E+01	  1.19618E+01	  2.09406E+01	 -1.93997E+00	 -1.29332E+00	 -1.84571E+00	 -1.23056E+00	    -4.857054%
   6	   5	  1.76685E+01	  1.48395E+01	  2.25128E+01	 -1.93997E+00	 -1.61665E+00	 -1.83144E+00	 -1.52630E+00	    -5.592460%
   6	   6	  1.76685E+01	  1.76427E+01	  2.42434E+01	 -1.93997E+00	 -1.93999E+00	 -1.81478E+00	 -1.81490E+00	    -6.450627%
   6	   7	  1.76685E+01	  2.03613E+01	  2.60746E+01	 -1.93997E+00	 -2.26332E+00	 -1.79619E+00	 -2.09569E+00	    -7.408321%
   6	   8	  1.76685E+01	  2.29875E+01	  2.79611E+01	 -1.93997E+00	 -2.58665E+00	 -1.77619E+00	 -2.36841E+00	    -8.439115%
   6	   9	  1.76685E+01	  2.55154E+01	  2.98678E+01	 -1.93997E+00	 -2.90998E+00	 -1.75534E+00	 -2.63319E+00	    -9.513355%
   6	  10	  1.76685E+01	  2.79413E+01	  3.17683E+01	 -1.93997E+00	 -3.23331E+00	 -1.73432E+00	 -2.89072E+00	   -10.596994%
   6	  11	  1.76685E+01	  3.02629E+01	  3.36430E+01	 -1.93997E+00	 -3.55664E+00	 -1.71394E+00	 -3.14243E+00	   -11.647385%
   6	  12	  1.76685E+01	  3.24798E+01	  3.54777E+01	 -1.93997E+00	 -3.87997E+00	 -1.69546E+00	 -3.39114E+00	   -12.599797%
   7	 -12	  2.03863E+01	 -3.25202E+01	  3.64629E+01	 -2.26330E+00	  3.87997E+00	 -1.96873E+00	  3.37474E+00	   -13.019820%
   7	 -11	  2.03863E+01	 -3.03053E+01	  3.47385E+01	 -2.26330E+00	  3.55664E+00	 -1.98696E+00	  3.12214E+00	   -12.214669%
   7	 -10	  2.03863E+01	 -2.79857E+01	  3.29876E+01	 -2.26330E+00	  3.23331E+00	 -2.00833E+00	  2.86884E+00	   -11.270107%
   7	  -9	  2.03863E+01	 -2.55618E+01	  3.12255E+01	 -2.26330E+00	  2.90998E+00	 -2.03087E+00	  2.61093E+00	   -10.273916%
   7	  -8	  2.03863E+01	 -2.30357E+01	  2.94726E+01	 -2.26330E+00	  2.58665E+00	 -2.05345E+00	  2.34663E+00	    -9.276142%
   7	  -7	  2.03863E+01	 -2.04113E+01	  2.77553E+01	 -2.26330E+00	  2.26332E+00	 -2.07523E+00	  2.07508E+00	    -8.313201%
   7	  -6	  2.03863E+01	 -1.76943E+01	  2.61071E+01	 -2.26330E+00	  1.93999E+00	 -2.09554E+00	  1.79605E+00	    -7.415224%
   7	  -5	  2.03863E+01	 -1.48927E+01	  2.45695E+01	 -2.26330E+00	  1.61665E+00	 -2.11379E+00	  1.50974E+00	    -6.608385%
   7	  -4	  2.03863E+01	 -1.20163E+01	  2.31921E+01	 -2.26330E+00	  1.29332E+00	 -2.12947E+00	  1.21673E+00	    -5.915439%
   7	  -3	  2.03863E+01	 -9.07711E+00	  2.20309E+01	 -2.26330E+00	  9.69993E-01	 -2.14212E+00	  9.17959E-01	    -5.355610%
   7	  -2	  2.03863E+01	 -6.08901E+00	  2.11442E+01	 -2.26330E+00	  6.46662E-01	 -2.15142E+00	  6.14605E-01	    -4.944274%
   7	  -1	  2.03863E+01	 -3.06731E+00	  2.05851E+01	 -2.26330E+00	  3.23331E-01	 -2.15711E+00	  3.08076E-01	    -4.692641%
   7	   0	  2.03863E+01	 -2.84622E-02	  2.03917E+01	 -2.26330E+00	  0.00000E+00	 -2.15902E+00	 -8.03774E-05	    -4.607534%
   7	   1	  2.03863E+01	  3.01055E+00	  2.05781E+01	 -2.26330E+00	 -3.23331E-01	 -2.15711E+00	 -3.08241E-01	    -4.691258%
   7	   2	  2.03863E+01	  6.03272E+00	  2.11306E+01	 -2.26330E+00	 -6.46662E-01	 -2.15144E+00	 -6.14783E-01	    -4.941556%
   7	   3	  2.03863E+01	  9.02159E+00	  2.20116E+01	 -2.26330E+00	 -9.69993E-01	 -2.14215E+00	 -9.18157E-01	    -5.351658%
   7	   4	  2.03863E+01	  1.19618E+01	  2.31682E+01	 -2.26330E+00	 -1.29332E+00	 -2.12949E+00	 -1.21696E+00	    -5.910409%
   7	   5	  2.03863E+01	  1.48395E+01	  2.45421E+01	 -2.26330E+00	 -1.61665E+00	 -2.11382E+00	 -1.50999E+00	    -6.602498%
   7	   6	  2.03863E+01	  1.76427E+01	  2.60771E+01	 -2.26330E+00	 -1.93999E+00	 -2.09556E+00	 -1.79633E+00	    -7.408770%
